idade,renda,propriedadeCasa,tempoEmpregado,intensaoInvestimento,grauInvestimento,valorInvestimento,taxaJuros,situacaoInvestimento,retornoInvestimento,jaInvesteOunao,tempoInvestimento
24,52000,HIPOTECA,7.0,RISCO,B,7800,11.36,0,0.15,N,3
24,52000,HIPOTECA,8.0,PERSONAL,B,5000,10.99,0,0.1,N,3
21,24000,ALUGUEL,1.0,RISCO,B,6500,12.53,0,0.27,N,2
26,25000,ALUGUEL,4.0,MÉDICO,D,6500,14.09,1,0.26,Y,2
24,52000,HIPOTECA,3.0,RISCO,A,3500,6.76,0,0.07,N,3
22,52000,HIPOTECA,0.0,EDUCAÇÃO,A,10000,7.88,0,0.19,N,3
26,25596,ALUGUEL,0.0,MÉDICO,B,6500,9.99,0,0.25,N,4
24,52000,HIPOTECA,8.0,RISCO,B,8400,10.99,0,0.16,N,4
25,46000,PRÓPRIO,0.0,CONSOLIDAÇÃO DE DÍVIDAS,E,19750,16.7,1,0.43,Y,4
22,46000,HIPOTECA,0.0,MÉDICO,B,8000,12.53,1,0.17,N,3
23,52000,PRÓPRIO,1.0,PERSONAL,B,10000,11.14,0,0.19,N,2
24,52000,PRÓPRIO,8.0,PERSONAL,A,5000,7.4,0,0.1,N,2
26,28000,ALUGUEL,7.0,MÉDICO,A,6500,7.51,0,0.23,N,3
24,30000,ALUGUEL,0.0,RISCO,B,6500,10.99,0,0.22,N,3
22,30000,ALUGUEL,4.0,EDUCAÇÃO,C,6500,13.85,0,0.22,Y,3
22,52000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,3000,7.05,0,0.06,N,2
22,31000,ALUGUEL,2.0,EDUCAÇÃO,A,6500,8.32,0,0.21,N,3
26,32000,ALUGUEL,2.0,MÉDICO,C,6500,14.22,0,0.2,Y,2
23,32000,ALUGUEL,0.0,EDUCAÇÃO,A,6500,7.88,0,0.2,N,4
22,32200,ALUGUEL,5.0,PERSONAL,B,6500,11.83,0,0.2,N,2
22,33000,ALUGUEL,4.0,MÉDICO,A,6500,6.17,0,0.2,N,4
23,33000,ALUGUEL,0.0,EDUCAÇÃO,A,6500,7.51,0,0.2,N,2
24,46000,HIPOTECA,2.0,PERSONAL,B,15250,12.53,1,0.33,N,2
25,35000,ALUGUEL,,MÉDICO,C,6500,12.68,0,0.19,Y,2
22,52000,HIPOTECA,6.0,PERSONAL,A,4800,8.59,0,0.09,N,2
21,52000,HIPOTECA,1.0,EDUCAÇÃO,C,16000,12.87,0,0.31,N,4
22,36000,ALUGUEL,0.0,PERSONAL,C,6500,,0,0.18,N,3
26,46000,HIPOTECA,3.0,EDUCAÇÃO,G,5000,19.16,1,0.11,N,3
24,38000,ALUGUEL,8.0,PERSONAL,C,6500,11.34,0,0.17,Y,3
26,52000,HIPOTECA,0.0,EDUCAÇÃO,B,3600,11.89,0,0.07,N,2
25,52000,HIPOTECA,3.0,MÉDICO,A,6000,9.32,0,0.12,N,2
26,52000,HIPOTECA,10.0,PERSONAL,A,3000,9.63,0,0.06,N,3
21,52000,HIPOTECA,5.0,EDUCAÇÃO,C,7000,13.47,0,0.13,N,3
23,52000,PRÓPRIO,3.0,MÉDICO,C,9250,13.16,0,0.18,N,3
22,34000,ALUGUEL,1.0,PERSONAL,C,6500,13.22,1,0.19,Y,3
26,52000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3600,10.51,0,0.07,N,3
25,40000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6500,11.89,0,0.16,N,4
26,40100,ALUGUEL,3.0,RISCO,D,6500,,0,0.16,N,4
21,40116,ALUGUEL,2.0,RISCO,A,6500,5.79,0,0.16,N,3
24,52000,HIPOTECA,8.0,PERSONAL,A,5000,8.32,0,0.1,N,2
22,52000,HIPOTECA,0.0,EDUCAÇÃO,C,6400,11.34,0,0.12,Y,4
22,35325,ALUGUEL,2.0,MELHORIA DE CASA,D,6500,15.95,1,0.18,N,2
20,42000,ALUGUEL,4.0,RISCO,B,6500,11.71,0,0.15,N,2
25,42000,ALUGUEL,2.0,MÉDICO,C,6500,13.49,0,0.15,Y,3
23,36000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,D,6500,17.49,1,0.18,Y,2
22,42000,ALUGUEL,2.0,EDUCAÇÃO,A,6500,5.99,0,0.15,N,2
23,42000,ALUGUEL,2.0,PERSONAL,B,6500,10.37,0,0.15,N,3
25,52160,HIPOTECA,5.0,MELHORIA DE CASA,B,1750,11.89,0,0.03,N,2
23,52176,HIPOTECA,3.0,EDUCAÇÃO,B,7500,10.59,0,0.14,N,3
21,43000,ALUGUEL,5.0,EDUCAÇÃO,C,6500,12.73,0,0.15,N,3
23,52250,HIPOTECA,2.0,RISCO,C,4750,13.35,0,0.09,Y,4
23,44724,ALUGUEL,7.0,RISCO,B,6500,10.96,0,0.15,N,3
21,45000,ALUGUEL,3.0,RISCO,B,6500,10.74,0,0.14,N,2
26,45600,ALUGUEL,2.0,MÉDICO,B,6500,10.99,0,0.14,N,4
22,46320,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,D,15000,12.86,1,0.32,Y,4
23,52360,HIPOTECA,,RISCO,D,15000,16.49,0,0.29,Y,2
22,46500,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,9500,12.69,1,0.2,N,4
22,52500,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4000,10.65,0,0.08,N,4
22,45012,ALUGUEL,6.0,MÉDICO,D,6500,13.99,1,0.14,N,2
22,52500,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,8000,15.23,0,0.15,N,3
23,46500,HIPOTECA,1.0,MÉDICO,A,5000,7.49,1,0.11,N,3
22,53000,ALUGUEL,2.0,EDUCAÇÃO,B,6500,10.65,0,0.12,N,4
21,55404,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6500,13.98,0,0.12,N,4
22,59000,ALUGUEL,2.0,EDUCAÇÃO,B,6500,10.95,0,0.11,N,3
26,52500,HIPOTECA,0.0,PERSONAL,B,15250,9.63,0,0.29,N,2
25,52500,HIPOTECA,9.0,MELHORIA DE CASA,A,7000,5.79,0,0.13,N,4
22,60000,ALUGUEL,3.0,PERSONAL,B,6500,9.25,0,0.11,N,2
25,52500,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,9000,7.88,0,0.17,N,4
21,62467,ALUGUEL,0.0,MÉDICO,B,6500,,0,0.1,N,4
22,63211,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6500,11.86,0,0.1,N,2
25,66000,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6500,10.25,0,0.1,N,3
22,52584,HIPOTECA,2.0,PERSONAL,D,6400,14.54,0,0.12,N,4
25,46645,HIPOTECA,9.0,PERSONAL,B,2000,12.69,1,0.04,N,3
23,70000,ALUGUEL,6.0,RISCO,C,6500,13.23,0,0.09,N,3
25,72600,ALUGUEL,5.0,MELHORIA DE CASA,A,6500,7.74,0,0.09,N,2
24,73000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6500,,0,0.09,N,4
26,52700,HIPOTECA,7.0,PERSONAL,A,4000,7.4,0,0.08,N,3
22,52700,HIPOTECA,2.0,EDUCAÇÃO,A,5000,9.63,0,0.09,N,4
25,52704,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,11000,8.94,0,0.21,N,3
24,52739,HIPOTECA,8.0,MELHORIA DE CASA,A,8000,9.38,0,0.15,N,2
23,52780,HIPOTECA,2.0,PERSONAL,A,8000,7.51,0,0.15,N,2
25,75000,ALUGUEL,2.0,EDUCAÇÃO,C,6500,13.57,0,0.09,Y,2
23,52800,HIPOTECA,7.0,EDUCAÇÃO,B,2625,11.71,0,0.05,N,3
23,80000,ALUGUEL,6.0,RISCO,A,6500,7.51,0,0.08,N,3
23,84000,ALUGUEL,4.0,RISCO,D,6500,,0,0.08,N,3
25,84000,ALUGUEL,4.0,EDUCAÇÃO,B,6500,11.89,0,0.08,N,4
24,52800,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,3600,7.9,0,0.07,N,3
25,85296,ALUGUEL,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6500,12.98,0,0.08,Y,4
25,46800,HIPOTECA,0.0,MÉDICO,A,6000,5.42,1,0.13,N,4
22,52800,HIPOTECA,5.0,RISCO,B,4000,10.99,0,0.08,N,2
22,52800,PRÓPRIO,5.0,EDUCAÇÃO,D,4800,17.49,0,0.09,Y,3
24,91700,ALUGUEL,1.0,EDUCAÇÃO,B,6500,9.88,0,0.07,N,3
23,92000,ALUGUEL,0.0,PERSONAL,A,6500,8.0,0,0.07,N,2
22,52800,PRÓPRIO,,MÉDICO,A,7000,6.99,0,0.13,N,4
24,95000,ALUGUEL,8.0,PERSONAL,A,6500,8.49,0,0.07,N,2
26,52800,HIPOTECA,10.0,MÉDICO,A,1925,6.76,0,0.04,N,4
22,52800,HIPOTECA,6.0,PERSONAL,A,7000,6.76,0,0.13,N,2
24,52800,HIPOTECA,8.0,EDUCAÇÃO,A,4000,7.88,0,0.08,N,4
22,52800,HIPOTECA,6.0,PERSONAL,C,6000,13.98,0,0.11,Y,3
22,47000,ALUGUEL,0.0,RISCO,B,6550,10.65,0,0.14,N,2
23,45000,ALUGUEL,2.0,MÉDICO,A,6575,8.0,0,0.15,N,4
24,86000,ALUGUEL,8.0,EDUCAÇÃO,A,6575,6.99,0,0.08,N,3
24,21600,ALUGUEL,0.0,EDUCAÇÃO,C,6600,12.68,1,0.31,Y,4
26,46800,HIPOTECA,0.0,MÉDICO,C,5000,12.87,1,0.11,N,4
23,21888,ALUGUEL,8.0,EDUCAÇÃO,B,6600,11.11,0,0.3,N,2
26,29000,ALUGUEL,11.0,EDUCAÇÃO,A,6600,,0,0.23,N,3
24,30000,ALUGUEL,2.0,MELHORIA DE CASA,C,6600,13.06,1,0.22,N,2
22,30004,ALUGUEL,6.0,MÉDICO,B,6600,10.33,0,0.22,N,2
23,34800,ALUGUEL,6.0,EDUCAÇÃO,A,6600,7.49,0,0.19,N,3
26,35000,ALUGUEL,0.0,MÉDICO,A,6600,8.59,0,0.19,N,4
25,36000,ALUGUEL,1.0,MÉDICO,B,6600,11.49,0,0.18,N,4
25,53000,PRÓPRIO,4.0,MELHORIA DE CASA,B,7200,9.91,0,0.14,N,3
22,39000,ALUGUEL,3.0,MÉDICO,B,6600,,0,0.17,N,2
25,53000,HIPOTECA,4.0,MELHORIA DE CASA,A,6000,6.62,0,0.11,N,3
26,41000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6600,13.85,0,0.16,Y,4
26,41000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6600,8.0,0,0.16,N,2
25,42000,ALUGUEL,2.0,MÉDICO,B,6600,10.65,0,0.16,N,4
22,41838,ALUGUEL,0.0,MÉDICO,D,6600,16.89,1,0.16,N,3
23,48000,ALUGUEL,3.0,EDUCAÇÃO,B,6600,11.11,0,0.14,N,2
26,53000,PRÓPRIO,2.0,MELHORIA DE CASA,B,2500,9.91,0,0.05,N,2
23,52000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6600,7.49,0,0.13,N,3
24,53000,HIPOTECA,8.0,MELHORIA DE CASA,A,8000,6.03,0,0.15,N,2
25,47000,HIPOTECA,9.0,EDUCAÇÃO,A,12000,6.62,1,0.26,N,2
22,53000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,1000,15.27,0,0.02,Y,4
24,52000,ALUGUEL,3.0,MELHORIA DE CASA,A,6600,,0,0.13,N,3
21,53000,PRÓPRIO,5.0,MÉDICO,A,3000,7.51,0,0.06,N,4
26,53000,HIPOTECA,10.0,MÉDICO,C,11500,14.65,0,0.22,N,4
26,54000,ALUGUEL,2.0,PERSONAL,C,6600,11.97,0,0.12,Y,4
22,60000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6600,10.59,0,0.11,N,2
25,53000,HIPOTECA,9.0,RISCO,A,10800,7.51,0,0.2,N,2
22,60000,ALUGUEL,4.0,PERSONAL,B,6600,10.99,0,0.11,N,2
26,53000,HIPOTECA,3.0,MELHORIA DE CASA,A,2800,6.03,0,0.05,N,4
22,64000,ALUGUEL,5.0,MÉDICO,A,6600,8.9,0,0.1,N,3
26,53000,HIPOTECA,10.0,RISCO,A,12000,5.99,0,0.23,N,4
22,53000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5025,7.49,0,0.09,N,3
23,70000,ALUGUEL,3.0,RISCO,C,6600,12.84,0,0.09,Y,3
26,53000,PRÓPRIO,3.0,RISCO,B,6000,9.99,0,0.11,N,2
25,97000,ALUGUEL,0.0,RISCO,A,6600,,0,0.07,N,2
25,101877,ALUGUEL,9.0,RISCO,B,6600,10.99,0,0.06,N,2
25,53000,HIPOTECA,9.0,RISCO,C,12375,13.49,0,0.23,Y,3
24,53000,HIPOTECA,4.0,RISCO,A,15000,,0,0.28,N,2
22,53000,HIPOTECA,6.0,RISCO,C,7350,14.79,0,0.14,Y,4
25,13200,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6625,8.63,1,0.5,N,3
23,16800,ALUGUEL,7.0,EDUCAÇÃO,A,6625,6.03,1,0.39,N,3
21,28000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6625,13.06,1,0.24,N,2
22,47000,HIPOTECA,6.0,MÉDICO,B,24000,10.37,1,0.51,N,4
26,28000,ALUGUEL,8.0,EDUCAÇÃO,D,6625,12.92,0,0.24,N,2
24,53000,HIPOTECA,8.0,RISCO,A,6850,6.92,0,0.13,N,2
22,53000,HIPOTECA,6.0,PERSONAL,A,5000,5.42,0,0.09,N,3
24,50000,ALUGUEL,3.0,MÉDICO,C,6625,11.22,0,0.13,N,2
24,53000,HIPOTECA,8.0,MELHORIA DE CASA,D,10000,14.91,0,0.19,N,4
24,57100,ALUGUEL,3.0,RISCO,C,6625,11.22,0,0.12,Y,4
25,34000,ALUGUEL,0.0,RISCO,A,6650,8.9,0,0.2,N,3
24,56000,ALUGUEL,2.0,RISCO,B,6650,12.69,0,0.12,N,2
21,53000,HIPOTECA,5.0,RISCO,C,18000,13.8,0,0.34,Y,3
22,72321,ALUGUEL,6.0,PERSONAL,B,6650,,0,0.09,N,4
22,12000,ALUGUEL,0.0,EDUCAÇÃO,A,6700,7.66,1,0.56,N,4
21,21600,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,A,6700,6.92,1,0.31,N,4
23,24996,ALUGUEL,0.0,EDUCAÇÃO,C,6700,13.8,0,0.27,Y,3
22,53000,HIPOTECA,4.0,RISCO,D,6600,14.46,0,0.12,Y,4
26,53000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8000,,0,0.15,N,2
22,27600,ALUGUEL,0.0,RISCO,D,6700,15.31,1,0.24,N,3
22,36050,ALUGUEL,2.0,PERSONAL,D,6700,14.11,1,0.19,Y,4
22,53000,HIPOTECA,6.0,RISCO,E,8000,16.82,0,0.15,N,4
22,48000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6700,11.99,0,0.14,N,3
22,72204,ALUGUEL,2.0,PERSONAL,C,6700,13.47,0,0.09,N,3
26,53000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8000,7.88,0,0.15,N,2
23,85000,ALUGUEL,5.0,MÉDICO,C,6700,15.23,0,0.08,Y,2
23,47000,HIPOTECA,7.0,MÉDICO,C,16000,14.35,1,0.34,Y,3
22,53000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7750,7.14,0,0.15,N,4
21,53000,PRÓPRIO,5.0,PERSONAL,B,14400,11.36,0,0.27,N,3
22,53000,HIPOTECA,4.0,PERSONAL,D,8000,16.07,0,0.15,Y,4
23,70000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6725,6.62,0,0.1,N,2
26,41000,ALUGUEL,4.0,EDUCAÇÃO,A,6750,5.99,0,0.16,N,3
25,42000,ALUGUEL,2.0,MÉDICO,D,6750,17.27,1,0.16,N,2
25,75000,ALUGUEL,9.0,RISCO,A,6775,7.9,0,0.09,N,4
26,53000,PRÓPRIO,8.0,PERSONAL,B,16000,10.25,0,0.3,N,2
24,53000,PRÓPRIO,3.0,MELHORIA DE CASA,A,9800,7.51,0,0.18,N,4
23,27600,ALUGUEL,6.0,EDUCAÇÃO,A,6800,8.9,0,0.25,N,3
22,53000,PRÓPRIO,7.0,RISCO,B,2250,10.62,0,0.04,N,3
22,27800,ALUGUEL,3.0,MÉDICO,A,6800,8.49,0,0.24,N,3
24,53000,PRÓPRIO,8.0,MÉDICO,A,3350,6.76,0,0.06,N,2
25,28800,ALUGUEL,8.0,EDUCAÇÃO,B,6800,9.63,0,0.24,N,3
22,29120,ALUGUEL,1.0,RISCO,B,6800,10.59,0,0.23,N,2
22,53000,HIPOTECA,6.0,EDUCAÇÃO,E,10000,17.39,0,0.19,N,3
24,30500,ALUGUEL,2.0,EDUCAÇÃO,F,6800,21.74,1,0.22,Y,3
22,37000,ALUGUEL,6.0,PERSONAL,A,6800,7.14,0,0.18,N,2
22,53000,HIPOTECA,7.0,EDUCAÇÃO,A,2500,7.4,0,0.05,N,3
25,53000,HIPOTECA,2.0,RISCO,B,10750,11.14,0,0.2,N,2
25,53000,HIPOTECA,10.0,MÉDICO,B,16000,12.53,0,0.3,N,2
22,31500,ALUGUEL,1.0,RISCO,D,6800,14.11,1,0.22,N,2
24,38112,ALUGUEL,2.0,PERSONAL,A,6800,7.68,0,0.18,N,3
24,53000,HIPOTECA,0.0,MELHORIA DE CASA,D,7200,14.42,0,0.14,N,3
22,41196,ALUGUEL,6.0,PERSONAL,C,6800,11.59,0,0.17,Y,2
21,45000,ALUGUEL,1.0,PERSONAL,A,6800,5.79,0,0.15,N,3
24,53000,HIPOTECA,1.0,EDUCAÇÃO,D,6400,13.67,0,0.12,N,2
23,46000,ALUGUEL,2.0,RISCO,D,6800,15.65,1,0.15,Y,4
23,46852,ALUGUEL,3.0,MELHORIA DE CASA,B,6800,10.65,1,0.15,N,2
22,53000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4000,10.39,0,0.08,N,2
26,53000,ALUGUEL,4.0,EDUCAÇÃO,B,6800,9.91,0,0.13,N,4
21,53000,HIPOTECA,0.0,PERSONAL,D,12000,13.24,0,0.23,N,2
24,53004,HIPOTECA,6.0,RISCO,B,21000,10.65,0,0.4,N,4
25,53004,HIPOTECA,3.0,RISCO,A,4800,5.42,0,0.09,N,2
26,53004,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,10.0,0,0.09,N,4
24,54000,ALUGUEL,8.0,MELHORIA DE CASA,B,6800,10.59,0,0.13,N,3
23,53004,HIPOTECA,7.0,PERSONAL,A,10000,5.79,0,0.19,N,3
24,53004,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,2400,10.36,0,0.05,N,2
25,53004,PRÓPRIO,9.0,EDUCAÇÃO,B,2000,10.75,0,0.04,N,4
23,48000,ALUGUEL,0.0,PERSONAL,A,6800,6.54,1,0.14,N,4
22,53004,HIPOTECA,6.0,EDUCAÇÃO,C,1500,13.79,0,0.03,N,2
23,55000,ALUGUEL,1.0,RISCO,B,6800,11.49,0,0.12,N,2
22,55000,ALUGUEL,2.0,EDUCAÇÃO,B,6800,11.99,0,0.12,N,2
24,60000,ALUGUEL,0.0,RISCO,A,6800,7.51,0,0.11,N,2
22,65700,ALUGUEL,7.0,PERSONAL,B,6800,10.37,0,0.1,N,3
26,53100,PRÓPRIO,10.0,RISCO,A,13000,7.9,0,0.24,N,3
25,68004,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6800,8.49,0,0.1,N,4
22,53124,HIPOTECA,4.0,EDUCAÇÃO,C,6500,13.61,0,0.12,N,3
23,47148,HIPOTECA,3.0,MÉDICO,A,25000,7.49,1,0.53,N,3
26,53155,HIPOTECA,10.0,MÉDICO,A,4000,6.76,0,0.08,N,3
23,53160,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,7.49,0,0.13,N,3
24,53184,HIPOTECA,8.0,PERSONAL,B,13500,10.99,0,0.25,N,4
25,70000,ALUGUEL,5.0,MELHORIA DE CASA,A,6800,5.42,0,0.1,N,2
22,77182,ALUGUEL,6.0,EDUCAÇÃO,C,6800,13.22,0,0.09,N,3
25,96050,ALUGUEL,9.0,MÉDICO,D,6500,14.61,1,0.06,N,2
23,25000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6475,9.91,0,0.26,N,3
25,53000,ALUGUEL,1.0,PERSONAL,B,6475,10.59,0,0.12,N,4
23,80000,ALUGUEL,4.0,PERSONAL,A,6475,6.99,1,0.08,N,3
26,47360,HIPOTECA,10.0,MELHORIA DE CASA,D,6000,14.61,1,0.13,Y,3
22,29361,ALUGUEL,4.0,MELHORIA DE CASA,B,6450,,1,0.22,N,3
26,53400,PRÓPRIO,3.0,EDUCAÇÃO,B,13600,10.99,0,0.25,N,4
25,31000,ALUGUEL,1.0,MELHORIA DE CASA,D,6450,14.42,1,0.21,Y,3
25,53481,PRÓPRIO,4.0,EDUCAÇÃO,A,15000,6.03,0,0.28,N,3
24,70000,ALUGUEL,0.0,MÉDICO,C,6425,13.72,0,0.09,N,2
23,53500,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,B,2000,9.62,0,0.04,N,4
21,20000,ALUGUEL,4.0,PERSONAL,B,6400,10.99,1,0.32,N,3
22,24000,ALUGUEL,3.0,EDUCAÇÃO,C,6400,,0,0.27,Y,3
21,24000,ALUGUEL,0.0,EDUCAÇÃO,B,6400,10.95,0,0.27,N,3
23,25000,ALUGUEL,0.0,EDUCAÇÃO,C,6400,12.84,0,0.26,N,3
24,26400,ALUGUEL,2.0,MÉDICO,B,6400,10.37,0,0.24,N,3
24,28000,ALUGUEL,3.0,RISCO,E,6400,14.75,0,0.23,N,2
22,29000,ALUGUEL,0.0,EDUCAÇÃO,C,6400,,0,0.22,Y,4
25,29120,ALUGUEL,0.0,MELHORIA DE CASA,D,6400,16.29,1,0.22,N,2
23,30000,ALUGUEL,2.0,EDUCAÇÃO,A,6400,6.99,0,0.21,N,4
26,53595,HIPOTECA,3.0,PERSONAL,A,6000,7.88,0,0.11,N,2
22,30000,ALUGUEL,,MELHORIA DE CASA,D,6400,15.99,1,0.21,N,2
23,30000,ALUGUEL,3.0,RISCO,C,6400,,0,0.21,Y,3
23,30000,ALUGUEL,2.0,MÉDICO,A,6400,,0,0.21,N,3
23,53664,HIPOTECA,7.0,EDUCAÇÃO,B,15000,10.75,0,0.28,N,4
21,53684,HIPOTECA,5.0,EDUCAÇÃO,D,16000,15.65,0,0.3,Y,4
22,30000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,E,6400,16.0,1,0.21,N,3
23,53724,HIPOTECA,7.0,EDUCAÇÃO,A,8600,6.03,0,0.16,N,3
25,53742,HIPOTECA,9.0,MELHORIA DE CASA,A,10750,5.79,0,0.2,N,2
25,30500,ALUGUEL,5.0,MÉDICO,B,6400,11.49,0,0.21,N,4
26,31200,ALUGUEL,1.0,RISCO,A,6400,7.51,0,0.21,N,3
24,53800,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6000,10.99,0,0.11,N,2
23,47800,HIPOTECA,4.0,MÉDICO,B,18000,10.95,1,0.38,N,3
22,53808,HIPOTECA,5.0,PERSONAL,A,6000,8.9,0,0.11,N,2
22,31224,ALUGUEL,0.0,MÉDICO,A,6400,9.32,0,0.2,N,4
22,53832,HIPOTECA,2.0,MÉDICO,C,11700,12.87,0,0.22,N,2
21,53851,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,12000,10.0,0,0.22,N,2
21,53876,HIPOTECA,,PERSONAL,C,2700,14.72,0,0.05,N,4
22,53913,HIPOTECA,6.0,RISCO,A,11500,5.99,0,0.21,N,4
22,53947,PRÓPRIO,0.0,PERSONAL,B,6400,9.62,0,0.12,N,4
23,53976,HIPOTECA,7.0,EDUCAÇÃO,B,2000,10.74,0,0.04,N,3
26,31836,ALUGUEL,1.0,RISCO,C,6400,14.35,0,0.2,N,4
22,54000,HIPOTECA,6.0,MÉDICO,A,5000,6.03,0,0.09,N,2
23,32000,ALUGUEL,4.0,EDUCAÇÃO,A,6400,8.9,0,0.2,N,4
24,33000,ALUGUEL,8.0,MÉDICO,B,6400,9.99,0,0.19,N,2
26,34200,ALUGUEL,2.0,MELHORIA DE CASA,D,6400,17.49,1,0.19,Y,3
26,54000,HIPOTECA,10.0,EDUCAÇÃO,A,5000,6.62,0,0.09,N,2
21,35000,ALUGUEL,3.0,MÉDICO,B,6400,12.69,0,0.18,N,4
22,29000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,E,6400,15.95,1,0.22,Y,4
22,54000,HIPOTECA,3.0,PERSONAL,A,15750,6.62,0,0.29,N,4
23,35000,ALUGUEL,2.0,EDUCAÇÃO,C,6400,,0,0.18,N,4
26,54000,HIPOTECA,4.0,PERSONAL,A,9600,6.62,0,0.18,N,3
23,54000,HIPOTECA,7.0,EDUCAÇÃO,B,4800,12.42,0,0.09,N,2
26,36000,ALUGUEL,10.0,MÉDICO,A,6400,5.99,0,0.18,N,3
23,37000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6400,,0,0.17,N,4
23,54000,HIPOTECA,7.0,MÉDICO,A,6000,6.03,0,0.11,N,4
26,37850,ALUGUEL,1.0,PERSONAL,B,6400,9.88,0,0.17,N,2
23,54000,HIPOTECA,2.0,RISCO,A,7000,6.62,0,0.13,N,3
25,54000,PRÓPRIO,9.0,EDUCAÇÃO,C,15000,,0,0.28,Y,4
22,54000,HIPOTECA,5.0,MÉDICO,B,7000,10.65,0,0.13,N,4
23,54000,HIPOTECA,5.0,RISCO,B,8500,12.42,0,0.16,N,2
25,38000,ALUGUEL,3.0,RISCO,A,6400,7.88,0,0.17,N,3
24,39500,ALUGUEL,0.0,PERSONAL,B,6400,10.36,0,0.16,N,2
25,41508,ALUGUEL,,MÉDICO,C,6400,14.79,0,0.15,N,3
22,54000,PRÓPRIO,,PERSONAL,B,25000,,0,0.46,N,3
22,38000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,F,6400,20.62,1,0.17,N,3
25,54000,HIPOTECA,6.0,RISCO,E,7000,18.64,0,0.13,N,3
26,46000,ALUGUEL,2.0,MÉDICO,B,6400,9.67,0,0.14,N,4
22,46300,ALUGUEL,1.0,EDUCAÇÃO,A,6400,,0,0.14,N,4
22,54000,HIPOTECA,4.0,MÉDICO,B,15000,11.99,0,0.28,N,2
23,54000,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,9.99,0,0.09,N,3
26,48000,HIPOTECA,0.0,EDUCAÇÃO,A,15000,5.99,1,0.31,N,2
24,54000,HIPOTECA,7.0,PERSONAL,A,5000,5.42,0,0.09,N,4
22,48000,HIPOTECA,3.0,RISCO,D,6500,15.99,1,0.14,Y,2
25,54000,HIPOTECA,7.0,EDUCAÇÃO,B,5500,10.59,0,0.1,N,4
26,48000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6400,13.47,0,0.13,Y,3
